"监控主题","优先级","状态","标题","发布日期","URL","摘要"
"线下真人社交","critical","known","Breeze Launches IRL Group Dates Across London - Global Dating Insights","2026-05-28T10:10:47.000Z","https://www.globaldatinginsights.com/featured/breeze-launches-irl-group-dates-across-london/","Breeze Launches IRL Group Dates Across London - Global Dating Insights [...] Breeze has launched real-life group date events across London, marking the first time since the platform has moved beyond the conventional one-on-one dating format in any official capacity. The current structure allows for up to eight singles at a venue, with no pre-emptive chats or meetings required – attendees simply show up and take part "
"线下真人社交","critical","known","Airbnb leads €49 million Series C in Italian adventure travel company WeRoad | EU-Startups","2026-05-27T08:39:40.000Z","https://www.eu-startups.com/2026/05/airbnb-leads-e49-million-series-c-in-italian-adventure-travel-company-weroad/","Home Funding Airbnb leads €49 million Series C in Italian adventure travel company WeRoad [...] # Airbnb leads €49 million Series C in Italian adventure travel company WeRoad [...] WeRoad, the Italian adventure travel company, has closed a €49 million ($58 million) Series C round in order to fund their first major expansion beyond Europe, bringing its community-driven travel model to the US market. [...] The round wa"
"线下真人社交","critical","known","WeRoad raises $58M and expands to the US with Airbnb | WeRoad","2026-05-27T08:26:00.000Z","https://www.weroad.com/blog/weroad-closes-a-58-million-launch-us","WeRoad raises $58M and expands to the US with Airbnb | WeRoad [...] # WeRoad closes a $58 million Series C round. And now, we’re heading to the United States [...] WeRoad closes a €58 million round to accelerate international growth and launch in the US. The Italian travel-tech company aims to scale its group travel model for Millennials and Gen Z globally. [...] - $58 million Series C round closed by WeRoad, led by "
"线下真人社交","critical","known","Airbnb-backed WeRoad raises $58M to take its group travel platform to the US | TechCrunch","2026-05-27T08:00:00.000Z","https://techcrunch.com/2026/05/27/airbnb-backed-weroad-raises-58m-to-take-its-group-travel-platform-to-the-us/","# Airbnb-backed WeRoad raises $58M to take its group travel platform to the US | TechCrunch [...] Airbnb-backed WeRoad raises $58M to take its group travel platform to the US [...] WeRoad, the Milan-based group travel startup, has raised a $58 million Series C round led by Airbnb as it prepares for its first major expansion outside Europe. The funding brings the company’s total capital raised to roughly $100 million "
"融资 / 商业化","high","known","Nectar Social Raises $30M, Rebrands Itself as Nectar Agent - Demand Gen Report","2026-06-02T19:00:16.000Z","https://www.demandgenreport.com/industry-news/news-brief/nectar-social-raises-30m-rebrands-itself-as-nectar-agent/53121/","Nectar Social Raises $30M, Rebrands Itself as Nectar Agent [...] Demand Gen Report [...] - Subscribe - Nectar Social raised a $30 million Series A round led by Menlo Ventures and its Anthology Fund as it rebrands as Nectar Agent. - The company plans to expand its agentic social operating system, which helps brands manage social intelligence, community engagement, creator workflows, and conversational commerce. [...] "
"融资 / 商业化","high","known","Board, the new game startup from Mirror founder Brynn Putnam, raises $20M, has already sold thousands | TechCrunch","2026-06-02T15:56:08.000Z","https://techcrunch.com/2026/06/02/board-the-new-game-startup-from-mirror-founder-brynn-putnam-raises-20m-has-already-sold-thousands/","Board, the three-year-old, New York-based startup building what it calls “together tech” — tech designed to bring people physically into the same room — has closed a $20 million Series A led by Union Square Ventures. [...] General Partner Michael Mignano, in his first investment since joining USV, will join the company’s board of directors. The round also brought in some famous angel investors including Biz Stone, Ti"
"融资 / 商业化","high","known","Aippy Raises Tens of Millions of Dollars at a $250 Million Valuation to Build the Future of AI-Native Interactive Entertainment - TNGlobal","2026-06-02T03:31:00.000Z","https://technode.global/prnasia/aippy-raises-tens-of-millions-of-dollars-at-a-250-million-valuation-to-build-the-future-of-ai-native-interactive-entertainment/","SINGAPORE, June 2, 2026 /PRNewswire/ — Aippy, the world’s first AI-native game community developed by NADA AI, today announced that it has raised tens of millions of dollars in its first funding round led by Glowill Capital, bringing its post-money valuation to US$250 million. The proceeds will be used to attract top global talent and support user growth as Aippy continues to expand its creator ecosystem. [...] “We w"
"融资 / 商业化","high","known","Sekai raises $20 million as people create 15 million AI mini apps","2026-06-01T13:00:04.000Z","https://www.axios.com/2026/06/01/sekai-mini-app-startup-funding","Sekai raises $20 million as people create 15 million AI mini apps [...] # Exclusive: Sekai raises $20M for AI app creation [...] Sekai has raised a $20 million Series A to grow a platform for creating mini apps through text prompts, founder and CEO Lucky Zhang exclusively tells Axios. [...] Why it matters: The founder, who previously sold startups to Apple and TikTok parent ByteDance, is betting AI-generated software"
"融资 / 商业化","high","known","Status AI Raises $17 Million to Turn Social Media Into Worlds Users Can Live Inside - Fundraise Insider","2026-05-28T21:18:10.000Z","https://fundraiseinsider.com/blog/status-ai-raises-17-million-to-turn-social-media-into-worlds-users-can-live-inside/","Status AI Raises $17 Million to Turn Social Media Into Worlds Users Can Live Inside - Fundraise Insider [...] Status AI, an interactive social media app, has announced $17 million in combined seed and Series A funding. The backers include General Catalyst, Y Combinator, LightShed Partners, and Abstract. The raise reflects a wager that the next chapter of consumer social will not be another feed, but interactive enter"
"中国 AI 社交出海","high","known","China’s MiniMax records 1-million client base, fivefold growth in half a year | South China Morning Post","2026-05-28T09:00:05.000Z","https://www.scmp.com/tech/tech-trends/article/3355156/chinas-minimax-records-1-million-client-base-fivefold-growth-half-year","China’s MiniMax records 1-million client base, [...] in half a year | South China Morning Post [...] ### Its global user base reaches 300 million while ARR more than doubles in two months, though company reports large total losses [...] Chinese artificial intelligence (AI) company MiniMax says it recorded a fivefold surge in its global enterprise and developer client base over the past six months, highlighting the sh"
"中国 AI 社交出海","high","known","China AI Upstart MiniMax Doubles Sales Ahead of New Model - Bloomberg","2026-05-28T00:00:00.000Z","https://www.bloomberg.com/news/articles/2026-05-28/china-ai-upstart-minimax-doubles-sales-ahead-of-new-model-launch","China AI Upstart MiniMax Doubles Sales Ahead of New Model - Bloomberg [...] MiniMax Group Inc.’s annualized revenue more than doubled over the past two months to at least $300 million, as the Chinese AI upstart prepares to roll out its next flagship model to entice developers and enterprise clients. [...] Its annual recurring revenue — a gauge of forward-looking sales — surpassed the company’s own projection thanks t"
"研究 / 政策风险","high","known","Suicide and self-harm in the age of generative artificial intelligence: The case of ChatGPT and rise of suicide-related lawsuits - ScienceDirect","2026-05-25T16:24:40.000Z","https://www.sciencedirect.com/science/article/abs/pii/S0165032726008773",": The case of [...] # Suicide and self-harm in the age of generative artificial intelligence: The case of ChatGPT and rise of suicide-related lawsuits [...] ## Suicide-related lawsuits against AI companies [...] GenAI has rapidly permeated in public health, where it holds significant potential to enhance mental health assessment, detection, and treatment (Elyoseph et al., 2024). Before the recent proliferation of Gen"
"融资 / 商业化","high","known","Status AI secures $17M to transform social media into interactive entertainment - TechAmerica.ai","2026-05-21T23:28:04.000Z","https://techamerica.ai/status-ai-secures-17m-to-transform-social-media-into-interactive-entertainment","Status AI secures $17M to transform social media into interactive entertainment - TechAmerica.ai [...] Status AI secures $17M to transform social media into interactive entertainment [...] ## Status AI has raised $17 million to reimagine social media as an interactive entertainment platform that blends AI-driven experiences, digital personas, and user engagement. [...] According to Nur, AI could finally make it possi"
"Residual IRL watchlist","medium","known","Partiful is turning party invites into a payments business - Startup Fortune","2026-06-02T17:39:57.000Z","https://startupfortune.com/partiful-is-turning-party-invites-into-a-payments-business/","# Partiful is turning party invites into a payments business [...] Partiful has launched built-in ticketing in the U.S., letting hosts sell paid event tickets directly inside the app. The move turns a viral invite tool into a payments business and puts it closer to Eventbrite at the casual end of paid events. [...] Partiful is moving beyond free invitations and into paid tickets, a small product change that could res"
"投放 / 付费获客证据","medium","known","How Cuts Clothing Rebuilt Its Meta Creative Stack to Escape the ROAS Plateau – D2C Times","2026-06-02T00:00:00.000Z","https://d2c-times.com/how-cuts-clothing-rebuilt-its-meta-creative-stack-to-escape-the-roas-plateau/","For most of 2025, Cuts Clothing was doing everything the playbook said it should. It was running Advantage+ Shopping Campaigns, rotating UGC every ten days, and layering in influencer-cut video against its core male professional demographic. The numbers told a different story. Blended ROAS hovered between 1.7x and 1.9x for five consecutive months — a plateau that co-founder and CEO Steven Borrelli described internall"
"Coverage signal watchlist","medium","known","Meta is building an AI Pendant and this time it has a working wearables business behind it — TFN","2026-06-01T13:57:16.000Z","https://techfundingnews.com/meta-is-building-an-ai-pendant-and-this-time-it-has-a-working-wearables-business-behind-it/","Meta is building [...] and this time [...] # Meta is building an AI Pendant and this time it has a working wearables business behind it [...] Meta is developing an AI-powered pendant and plans to begin testing it within the next year, according to an internal memo viewed by The Information. The project builds directly on Meta’s acquisition of Limitless, an AI wearables startup it bought in late 2025. Limitless made a"
"投放 / 付费获客证据","medium","known","Meta’s Advantage+ Creative Is Rewriting DTC Ad Economics in 2026 – Ecommerce Times","2026-05-31T00:06:57.000Z","https://ecommerce-times.com/metas-advantage-creative-is-rewriting-dtc-ad-economics-in-2026/","For the past six months, a quiet restructuring has been underway inside the Meta ad accounts of mid-market DTC brands. Advantage+ Creative — Meta’s automated creative optimization layer — has moved from a cautious experiment to a core campaign architecture for brands spending $50K to $2M per month on the platform. The results, according to agency operators and brand-side media buyers, are real but uneven, and the ope"
"投放 / 付费获客证据","medium","known","Meta’s Advantage+ Overhaul Is Rewriting DTC Acquisition Math – Online Store News","2026-05-29T00:43:51.000Z","https://onlinestorenews.com/metas-advantage-overhaul-is-rewriting-dtc-acquisition-math/","If you run paid social for a DTC brand and haven’t rebuilt your Meta campaign structure in the last 90 days, there’s a real chance you’re leaving meaningful revenue on the table. That’s the blunt assessment circulating across agency Slack channels this week as Meta’s expanded Advantage+ Shopping Campaigns — rolled out in waves since Q1 2026 — start delivering results that are genuinely hard to ignore. For store opera"
"Residual IRL watchlist","medium","known","AppLovin Launches Its Own TikTok Rival","2026-05-28T21:29:13.000Z","https://wersm.com/applovin-launches-its-own-tiktok-rival/","After unsuccessfully trying to buy TikTok last year, adtech giant AppLovin is taking a different route: building its own social platform. [...] The company has quietly launched a new app called **Gist**, an invite-only social feed that feels like a mix between TikTok, Lemon8, Pinterest, and RedNote. Users can browse videos, photo carousels, mini-games, lifestyle content, travel recommendations, career advice, and eve"
"Coverage signal watchlist","medium","known","Sesame AI Launches iOS App: Next-Gen Chatbot Mimics Human Conversation - Headlinez News","2026-05-28T15:45:40.000Z","https://headlinez.news/sesame-ai-launches-ios-app-next-gen-chatbot-mimics-human-conversation/","Sesame, the conversational AI startup founded by former Oculus executives, launched its iOS app today after raising $250 million in Series B funding, marking a pivotal step toward its vision of blending AI companionship with wearable technology. [...] For years, AI chatbots have been trapped in the same awkward rhythm: rapid-fire responses that feel robotic or deliberate pauses that feel unnatural. Sesame is betting "
"投放 / 付费获客证据","medium","known","OpenAI turns on cost-per-action ads inside ChatGPT","2026-05-28T14:40:31.000Z","https://digiday.com/marketing/openai-turns-on-cost-per-action-ads-inside-chatgpt/","# OpenAI turns on cost-per-action ads inside ChatGPT [...] OpenAI has switched on cost-per-action ads inside its ads manager, Digiday has learned. [...] The feature, which is currently available to select advertisers only, lets them pay for ads in ChatGPT only when a user takes a specific action, whether that’s clicking through to a site, signing up or making a purchase. Until now, advertisers have had to pay for eve"
"Residual IRL watchlist","medium","known","Italy Shocks US Travel Industry as Airbnb-Backed WeRoad Ignites Massive Europe-To-America Adventure Tourism Revolution","2026-05-27T08:53:00.000Z","https://www.travelandtourworld.com/news/article/eu6zltaymo9f/","The global travel industry is being reshaped by a new wave of experience-focused platforms, and WeRoad, the rapidly expanding Italian adventure travel company, has emerged as one of the most closely watched players within this transformation. A major milestone has now been reached after a €49 million Series C funding round was successfully secured, positioning the company for its first large-scale expansion beyond Eu"
"Coverage signal watchlist","medium","known","Teamily AI Officially Enters the Singapore Market, Launching its Personal AI Agent OS -- Redefining Personal AGI Through Self-Improving AI+Human Social Network","2026-05-26T01:00:00.000Z","https://www.prnewswire.com/apac/news-releases/teamily-ai-officially-enters-the-singapore-market-launching-its-personal-ai-agent-os--redefining-personal-agi-through-self-improving-aihuman-social-network-302781009.html","SINGAPORE, May 26, 2026 /PRNewswire/ -- Teamily AI, the Silicon Valley-based pioneer behind the world's first human+AI social network app (an AI-native blend of WhatsApp, TikTok, and Instagram), today announced its official entry into the Singapore market with the simultaneous launch of its highly anticipated iOS and Android mobile applications. Backed by US$20M in funding, the company is introducing its personal and"
"Coverage signal watchlist","medium","known","Teamily AI Officially Enters the Singapore Market, Launching its Personal AI Agent OS -- Redefining Personal AGI Through Self-Improving AI+Human Social Network - Siam News Network","2026-05-26T01:00:00.000Z","https://www.siamnewsnetwork.net/pr-news/teamily-ai-officially-enters-the-singapore-market-launching-its-personal-ai-agent-os-redefining-personal-agi-through-self-improving-aihuman-social-network/","SINGAPORE, May 26, 2026 /PRNewswire/ — Teamily AI, the Silicon Valley-based pioneer behind the world’s first human+AI social network app (an AI-native blend of WhatsApp, TikTok, and Instagram), today announced its official entry into the Singapore market with the simultaneous launch of its highly anticipated iOS and Android mobile applications. Backed by US$20M in funding, the company is introducing its personal and "
"投放 / 付费获客证据","medium","known","How Caden Lane Rebuilt Its Meta Signal Stack to Scale Past $30M – D2C Times","2026-05-26T00:00:00.000Z","https://d2c-times.com/how-caden-lane-rebuilt-its-meta-signal-stack-to-scale-past-30m/","When Aisha Adkins joined Caden Lane as VP of Growth in late 2024, the Houston-based baby and kids brand had a problem familiar to any DTC operator who scaled fast through 2022 and 2023: the Meta machine had stopped learning. ROAS on Advantage+ Shopping campaigns had slipped from a reliable 4.2x to a shaky 2.8x over eight months, creative fatigue was accelerating, and the attribution stack — stitched together from a p"
"语言交换 / 跨文化社交","medium","known","Learning Portuguese in Brazil: Expat Shortcut to Fluency 2026 | The Rio Times","2026-05-25T16:32:42.000Z","https://www.riotimesonline.com/learning-portuguese-in-brazil-expat-guide/","— Live conversation accelerates everything. No app alone will get you to B1. Weekly sessions with a native tutor compress progress dramatically. [...] The combination that produces the fastest results for adult learners in Brazil is: a structured app or course for grammar foundations, a weekly tutor for speaking and correction, and daily immersion in Brazilian Portuguese audio and text. All three elements serve diffe"
"投放 / 付费获客证据","medium","known","How Obvi Is Rebuilding Its Entire Meta Ad Stack Around Incremental Lift – D2C Times","2026-05-25T00:00:00.000Z","https://d2c-times.com/how-obvi-is-rebuilding-its-entire-meta-ad-stack-around-incremental-lift/","For most of the past four years, Obvi ran Meta ads the way most DTC brands do: optimize for purchase events, scale what the algorithm rewards, and trust the reported ROAS. By mid-2025, that model was quietly breaking. Reported numbers looked fine. Contribution margin told a different story. [...] “We were seeing 3.4x reported ROAS on our retargeting campaigns and thinking we were printing money,” says Ronak Shah, Obv"
"投放 / 付费获客证据","medium","known","How Chomps Rebuilt Its Google-to-Meta Funnel to Hit 5.1x ROAS – D2C Times","2026-05-25T00:00:00.000Z","https://d2c-times.com/how-chomps-rebuilt-its-google-to-meta-funnel-to-hit-5-1x-roas/","How Chomps Rebuilt Its Google-to-Meta Funnel to Hit 5.1x ROAS – D2C Times [...] For most of 2024, Chomps — the clean-ingredient meat stick brand that’s become a fixture in the better-for-you snack category — was running a paid media operation that looked impressive on paper and felt broken in practice. Meta ROAS was respectable. Google search numbers were solid. But the two channels weren’t talking to each other, att"
"Residual IRL watchlist","medium","known","AppLovin launches Gist, a social app that could change everything","2026-05-23T20:27:29.000Z","https://ppc.land/applovin-launches-gist-a-social-app-that-could-change-everything/","AppLovin this month stepped beyond its identity as an ad-tech platform by quietly publishing a consumer social app called Gist- a lifestyle-focused product built around tips, personal stories, discussions, articles, videos, and mini-games. The move had no press release attached, no keynote, no coordinated launch campaign. Industry observers spotted it on May 21, 2026, when mobile growth analyst Nebojsa Radovic posted"
"投放 / 付费获客证据","medium","known","Omio's Global Expansion Powered by Appier's Agentic AI: Scaling Acquisition Across 21 Markets","2026-05-20T06:30:00.000Z","https://www.prnewswire.com/news-releases/omios-global-expansion-powered-by-appiers-agentic-ai-scaling-acquisition-across-21-markets-302777165.html","NEW YORK, May 20, 2026 /PRNewswire/ -- Appier, a leading AI Agent as a Service (AaaS) company transforming AdTech and MarTech through autonomous decisioning, announced its successful collaboration with Omio, a global travel booking platform, to expand user acquisition from Spain into a broad European presence within one year, consistently meeting CPA targets and maximizing ROI through Agentic AI-driven optimization. "
